,ID1,AB_Flow,BA_Flow,Tot_Flow
1269,2434,4272.15246,2817.1433,7089.29576
1270,2436,4893.73497,5110.84643,10004.5814
1271,2437,569.549798,6365.23813,6934.78793
1272,2439,504.289485,7036.60627,7540.89575
1273,2440,183.690547,875.535432,1059.22598
1274,2441,691.200161,6362.04435,7053.24451
1275,2442,3208.56765,5895.9351,9104.50275
1276,2443,134.930776,163.856795,298.787571
1277,2444,510.205153,6003.68192,6513.88708
1278,2445,1052.85289,4992.77063,6045.62352
1279,2446,204.087938,1104.82242,1308.91036
1280,2447,507.867539,966.535735,1474.40327
1281,2448,1156.13198,5890.72125,7046.85323
1282,2449,1028.44191,5217.55097,6245.99288
1283,2450,818.617424,3866.3848,4685.00222
1284,2451,209.824484,1351.16617,1560.99065
1285,2452,30.460558,850.277087,880.737645
1286,2453,797.300505,1502.91097,2300.21148
1287,2454,528.9807,5559.61243,6088.59313
1288,2455,3142.59747,3035.96984,6178.56731
1289,2456,839.942269,5809.17057,6649.11284
1290,2457,908.716086,979.980455,1888.69654
1291,2459,1625.0058,628.9354,2253.9412
1292,2460,6341.26599,3902.11599,10243.382
1293,2461,348.37009,706.937868,1055.30796
1294,2462,1248.61128,90.699648,1339.31093
1295,2465,1600.73369,462.107745,2062.84143
1296,2466,586.829045,2528.77792,3115.60697
1297,2469,0,157.626321,157.626321
1298,2470,5387.18536,1500.34982,6887.53519
1299,2471,957.917708,1207.20539,2165.1231
1300,2472,2214.24809,1395.14825,3609.39634
1301,2473,1362.53081,1384.89388,2747.42469
1302,2476,5950.37365,3202.17861,9152.55227
1303,2478,949.819371,7.38391,957.203281
1304,2479,5416.49679,3596.6704,9013.16719
1305,2482,1064.5331,211.885059,1276.41816
1306,2483,1018.36486,222.130821,1240.49568
1307,2484,957.433176,973.11846,1930.55164
1308,2485,861.701163,2123.23144,2984.9326
1309,2487,947.816092,159.759537,1107.57563
1310,2488,668.562717,109.397703,777.96042
1311,2489,576.94242,286.778064,863.720484
1312,2490,5724.63559,1018.33717,6742.97276
1313,2493,565.892928,1066.16996,1632.06289
1314,2494,294.262058,348.768751,643.030809
1315,2495,323.590907,769.361246,1092.95215
1316,2497,141.64008,964.763842,1106.40392
1317,2498,6201.72878,1895.05228,8096.78105
1318,2501,0,0,0
1319,2502,1.111429,640.745471,641.8569
1320,2504,730.208452,0,730.208452
1321,2505,5251.80038,1014.20842,6266.0088
1322,2511,38.688853,766.069232,804.758085
1323,2515,1398.74103,798.335252,2197.07628
1324,2521,809.772083,397.298715,1207.0708
1325,2522,4783.72894,4276.77655,9060.50549
1326,2524,2092.29272,0,2092.29272
1327,2528,848.333071,5124.25414,5972.58721
1328,2529,7113.00683,2050.50386,9163.51069
1329,2533,441.076411,533.299934,974.376345
1330,2534,182.019539,115.712724,297.732263
1331,2535,420.891004,501.522993,922.413997
1332,2537,1573.26085,1822.77267,3396.03351
1333,2538,227.341808,858.141685,1085.48349
1334,2539,450.681647,4543.46227,4994.14391
1335,2544,6506.85911,3026.92703,9533.78614
1336,2546,923.799981,417.294449,1341.09443
1337,2547,528.041869,140.782993,668.824862
1338,2552,2109.48785,1287.72479,3397.21264
1339,2553,343.027411,992.77152,1335.79893
1340,2555,26.509875,3.452351,29.962226
1341,2557,60.745564,0,60.745564
1342,2558,21.390862,0,21.390862
1343,2559,207.135309,1178.76787,1385.90318
1344,2560,21.390862,0,21.390862
1345,2561,721.559734,283.106313,1004.66605
1346,2564,3860.78522,0,3860.78522
1347,2565,793.676055,637.62324,1431.2993
1348,2568,86.575541,1160.14295,1246.71849
1349,2569,1091.82536,1038.46237,2130.28773
1350,2571,1085.53716,926.81793,2012.35509
1351,2573,924.168787,135.942155,1060.11094
1352,2574,56.700403,1124.0269,1180.7273
1353,2576,0,1063.35104,1063.35104
1354,2577,4374.946,2701.85412,7076.80012
1355,2578,0,923.983572,923.983572
1356,2579,2510.07827,5924.15701,8434.23528
1357,2580,2873.68375,0,2873.68375
1358,2581,3249.88496,2614.78991,5864.67487
1359,2582,1521.2957,3050.47326,4571.76896
1360,2583,2243.35592,0,2243.35592
1361,2586,3580.61533,5109.97402,8690.58935
1362,2587,1002.43406,402.47601,1404.91007
1363,2591,2071.08267,1287.7903,3358.87297
1364,2592,65.779467,202.986065,268.765532
1365,2595,4255.08592,5092.54853,9347.63445
1366,2596,1127.07298,832.812186,1959.88516
1367,2599,0,0,0
1368,2600,30.160937,0,30.160937
1369,2601,1215.02057,161.293931,1376.3145
1370,2602,2331.79497,2787.51759,5119.31256
1371,2603,3351.97676,5287.87887,8639.85562
1372,2604,3925.20594,5651.79376,9576.9997
1373,2605,858.030305,76.444406,934.474711
1374,2606,80.482645,799.620859,880.103504
1375,2609,2024.6642,0,2024.6642
1376,2610,28.959861,359.992024,388.951885
1377,2611,83.341487,100.83424,184.175727
1378,2613,988.78257,0,988.78257
1379,2615,3050.77671,0,3050.77671
1380,2616,2759.55112,5539.86558,8299.4167
1381,2617,6696.33326,4124.15081,10820.4841
1382,2618,1092.21173,257.109779,1349.3215
1383,2619,1765.80028,4690.09946,6455.89973
1384,2620,1602.73186,3779.21717,5381.94904
1385,2621,3207.8149,4719.84056,7927.65546
1386,2622,1.704443,2114.8425,2116.54694
1387,2623,169.024258,1294.43189,1463.45614
1388,2624,1368.61133,4162.89376,5531.50509
1389,2625,7662.9659,2601.87505,10264.8409
1390,2626,157.70345,1209.70046,1367.40391
1391,2627,16.313376,949.195488,965.508864
1392,2629,2664.63201,4053.52935,6718.16136
1393,2630,4514.31347,2701.85412,7216.16759
1394,2631,1301.11584,5493.56732,6794.68316
1395,2633,65.779467,202.986065,268.765532
1396,2634,628.137672,811.278125,1439.4158
1397,2635,478.044911,148.398473,626.443384
1398,2636,29.651436,2225.59869,2255.25012
1399,2637,1146.21302,983.518333,2129.73135
1400,2638,1455.73914,6650.71061,8106.44975
1401,2643,2854.99014,587.576741,3442.56688
1402,2644,4964.06639,3764.08484,8728.15123
1403,2645,0.457044,1085.59543,1086.05248
1404,2648,6.949829,559.236838,566.186667
1405,2649,949.819371,7.38391,957.203281
1406,2651,224.622407,1874.35213,2098.97454
1407,2652,1248.61128,894.101058,2142.71234
1408,2653,2069.76804,1164.9954,3234.76344
1409,2656,308.663762,1934.49449,2243.15825
1410,2659,5730.76273,3194.7947,8925.55744
1411,2661,2113.24229,4045.17237,6158.41466
1412,2667,3680.51372,2879.72777,6560.24149
1413,2670,1370.41446,1078.68497,2449.09943
1414,2671,1236.73218,6028.30608,7265.03826
1415,2672,6262.08628,3272.70404,9534.79032
1416,2674,1454.89849,6397.66683,7852.56532
1417,2693,185.744447,1178.76787,1364.51232
1418,2694,39.354701,0,39.354701
1419,2695,426.864388,90.055166,516.919554
1420,2696,130.652872,928.05674,1058.70961
1421,2698,1657.6689,483.692028,2141.36092
1422,2701,645.256989,2247.87329,2893.13028
1423,2702,1.111429,640.745471,641.8569
1424,2703,2264.40419,360.866347,2625.27053
1425,2706,2187.45902,1265.735,3453.19403
1426,2707,1904.05499,612.200864,2516.25586
1427,2708,134.952534,930.60735,1065.55988
1428,2712,4883.07081,3405.17052,8288.24133
1429,2718,1069.43611,843.368598,1912.80471
1430,2719,922.412437,927.499293,1849.91173
1431,2720,1935.19396,1328.32954,3263.5235
1432,2725,959.899236,650.060665,1609.9599
1433,2728,5849.40436,4141.5115,9990.91586
1434,2731,3129.02688,3910.39523,7039.4221
1435,2732,1921.46569,5.14258,1926.60827
1436,2734,5816.32497,998.134739,6814.45971
1437,2735,3798.4519,3634.16201,7432.61391
1438,2736,2071.08267,1287.7903,3358.87297
1439,2739,3906.09803,1643.18413,5549.28216
1440,2740,876.660066,72.918227,949.578293
1441,2741,3215.71599,2131.17674,5346.89273
1442,2742,0.910315,358.486102,359.396417
1443,2745,30.160937,0,30.160937
1444,2750,6084.61961,3300.08442,9384.70403
1445,2751,67.222379,617.047821,684.2702
1446,2752,2309.92776,3111.44886,5421.37662
1447,2753,52.395304,1731.65221,1784.04751
1448,2755,5159.11036,2344.13102,7503.24138
1449,2760,856.606948,1985.60739,2842.21434
1450,2762,803.471672,0,803.471672
1451,2763,235.652517,4.038176,239.690693
1452,2764,473.2369,387.50042,860.73732
1453,2765,828.882217,4384.776,5213.65822
1454,2766,3206.85236,0,3206.85236
1455,2769,28.207107,37.764181,65.971288
1456,2770,220.708038,1359.88402,1580.59205
1457,2774,384.446326,2119.69681,2504.14314
1458,2775,831.793123,4116.83458,4948.6277
1459,2779,3333.09034,5761.45646,9094.5468
1460,2784,163.068414,910.882282,1073.9507
1461,2785,785.012997,212.751739,997.764736
1462,2786,263.859625,41.802357,305.661982
1463,2788,201.374914,112.278426,313.65334
1464,2792,2649.44789,0,2649.44789
1465,2800,36.766914,148.931906,185.69882
1466,2801,1923.48275,2742.63109,4666.11384
1467,2802,202.583921,2265.28706,2467.87098
1468,2803,493.452507,185.095334,678.547841
1469,2804,770.114053,4240.27136,5010.38541
1470,2805,202.583921,2233.93969,2436.52361
1471,2806,1847.1802,448.542171,2295.72237
1472,2807,175.781675,2542.15589,2717.93756
1473,2809,13.483216,43.313151,56.796367
1474,2810,235.484499,150.042607,385.527106
1475,2811,2649.44789,3065.3202,5714.76809
1476,2812,1095.02218,142.717898,1237.74008
1477,2813,793.173195,2298.39323,3091.56642
1478,2815,36.766914,148.931906,185.69882
1479,2819,5965.92732,2943.18297,8909.11029
1480,2822,334.423268,3572.79807,3907.22133
1481,2832,291.854459,5197.05044,5488.9049
1482,2833,2610.4722,4232.03438,6842.50658
1483,2834,941.666701,5169.30764,6110.97434
1484,2835,2916.91072,3168.60638,6085.51711
1485,2836,472.637635,876.147277,1348.78491
1486,2837,996.313113,5245.72255,6242.03566
1487,2838,862.255563,5022.54304,5884.7986
1488,2839,0,0,0
1489,2840,862.255563,5022.54304,5884.7986
1490,2841,3491.82694,2605.79627,6097.62321
1491,2842,1409.86237,6078.95411,7488.81648
1492,2843,4752.42365,4003.37206,8755.79571
1493,2844,1172.5334,5946.68384,7119.21724
1494,2845,227.437799,219.404012,446.841811
1495,2846,1033.74151,6145.2976,7179.03911
1496,2856,1563.42173,6313.17971,7876.60145
1497,2857,118.339009,486.449246,604.788255
1498,2858,86.555016,555.953874,642.50889
1499,2861,1539.15894,6358.30087,7897.45981
1500,2864,1529.66969,6354.2259,7883.89558
1501,2865,3625.81094,5055.0274,8680.83834
1502,2866,553.005472,413.502605,966.508077
1503,2873,1293.14853,5819.81902,7112.96754
1504,2874,775.175021,3912.29979,4687.47481
1505,2875,408.358744,2168.10851,2576.46725
1506,2879,991.116166,5628.18315,6619.29932
1507,2881,287.278341,2902.32214,3189.60049
1508,2884,961.752942,397.964312,1359.71725
1509,2885,5462.82177,1089.88619,6552.70795
1510,2886,1212.62877,5953.46762,7166.09639
1511,2888,570.301383,2576.17769,3146.47907
1512,2889,1524.79652,4989.08617,6513.88269
1513,2891,139.219209,196.307435,335.526644
1514,2892,0,0,0
1515,2898,214.501826,978.056484,1192.55831
1516,2899,910.247565,4419.5821,5329.82966
1517,2902,13.483216,43.313151,56.796367
1518,2909,4293.70616,3175.99214,7469.6983
1519,2910,6.216798,2.911824,9.128622
1520,2911,5.980687,428.840478,434.821165
1521,2912,0,428.840478,428.840478
1522,2913,1824.62443,784.582987,2609.20742
1523,2914,29.092556,24.181412,53.273968
1524,2921,254.76675,218.799378,473.566128
1525,2922,690.139475,191.20168,881.341155
1526,2923,4339.66261,2205.99204,6545.65465
1527,2924,460.389435,187.163504,647.552939
1528,2925,36.766914,148.931906,185.69882
1529,2926,446.841405,61.450482,508.291887
1530,2942,5823.42156,3042.24497,8865.66652
1531,2944,916.025207,28.534437,944.559644
1532,2945,155.611815,479.199387,634.811202
1533,2946,139.219209,196.307435,335.526644
1534,2951,3990.01786,2241.73822,6231.75608
1535,2960,786.488082,443.208361,1229.69644
1536,2961,6.529828,213.349269,219.879097
1537,2964,6.529828,213.349269,219.879097
1538,2965,2608.53316,3086.64112,5695.17428
1539,2966,121.699418,153.741618,275.441036
1540,2970,2380.58994,3805.85475,6186.44469
1541,2975,1853.71699,808.764399,2662.48139
1542,2994,2.720791,33.892094,36.612885
1543,2995,547.842517,2790.6102,3338.45272
1544,2999,2379.14543,1315.52584,3694.67126
1545,3007,4235.60974,4900.94199,9136.55174
1546,3011,4817.96937,3812.30129,8630.27066
1547,3015,11.292402,821.28095,832.573352
1548,3016,75.762741,1032.10215,1107.86489
1549,3017,0,76.571655,76.571655
1550,3018,31.729354,1203.68572,1235.41507
1551,3027,37.415728,188.741095,226.156823
1552,3028,106.04795,940.188265,1046.23622
1553,3031,3843.61524,2430.59297,6274.20821
1554,3032,119.32935,827.33965,946.669
1555,3035,74.352332,949.61514,1023.96747
1556,3056,175.782472,199.161168,374.94364
1557,3065,366.98899,1275.674,1642.66299
1558,3066,57.243485,241.479593,298.723078
1559,3067,12.197485,2.911824,15.109309
1560,3069,21.101424,492.25451,513.355934
1561,3070,85.946176,838.744312,924.690488
1562,3071,4716.67228,3049.66063,7766.33291
1563,3073,83.136665,581.336539,664.473204
1564,3079,2019.34306,1630.07623,3649.41929
1565,3083,129.18664,0,129.18664
1566,3095,3204.24041,3651.91524,6856.15565
1567,3096,476.107515,4764.81266,5240.92017
1568,3105,5735.74031,1633.3527,7369.09301
1569,3139,939.824802,505.196613,1445.02142
1570,3140,13.309721,26.680659,39.99038
1571,3141,3207.55941,1864.55048,5072.10989
1572,3143,1982.6831,113.652178,2096.33528
1573,3169,3319.51274,4600.70822,7920.22096
1574,3170,1912.89391,323.855867,2236.74977
1575,3174,786.488082,443.208361,1229.69644
1576,3179,110.666905,1.001258,111.668163
1577,3188,2527.0564,3804.80455,6331.86095
1578,3195,695.993188,3236.44698,3932.44017
1579,3199,5154.24154,3669.67183,8823.91337
1580,3206,0,384.278087,384.278087
1581,3207,669.972599,3164.71041,3834.68301
1582,3208,1332.46045,871.108654,2203.5691
1583,3210,1066.53904,3382.41087,4448.94991
1584,3212,204.394243,27.418614,231.812857
1585,3213,1066.53904,3382.41087,4448.94991
1586,3214,2758.20946,2960.69693,5718.9064
1587,3215,517.056609,3915.25736,4432.31397
1588,3218,1096.96771,3744.25224,4841.21995
1589,3219,13.699529,3.393777,17.093306
1590,3220,721.082196,3446.98503,4168.06722
1591,3221,628.045784,3404.82644,4032.87222
1592,3222,254.420674,7.826344,262.247018
1593,3223,612.983682,3636.35867,4249.34235
1594,3228,497.2624,4023.52296,4520.78536
1595,3229,3041.53137,3089.18722,6130.71859
1596,3230,859.001556,4140.11752,4999.11907
1597,3233,1153.50347,4207.94752,5361.45099
1598,3234,4935.69062,4819.74179,9755.43241
1599,3235,716.18717,4205.62577,4921.81294
1600,3248,1021.22388,639.306921,1660.5308
1601,3249,1932.0331,810.564965,2742.59806
1602,3260,678.227432,398.154302,1076.38173
1603,3261,721.367363,3176.87159,3898.23895
1604,3262,8.094074,2.302346,10.39642
1605,3268,942.981795,232.514087,1175.49588
1606,3270,16.305755,142.792092,159.097847
1607,3271,0,71.656812,71.656812
1608,3276,1055.56751,3013.68584,4069.25335
1609,3278,3118.76925,4393.5094,7512.27866
1610,3281,11.42175,484.640451,496.062201
1611,3282,16.305755,214.448904,230.754659
1612,3283,422.567799,125.095646,547.663445
1613,3284,65.111085,0,65.111085
1614,3285,11.42175,499.704821,511.126571
1615,3286,211.491721,310.091915,521.583636
1616,3288,102.641185,428.099809,530.740994
1617,3289,4816.66841,3989.37703,8806.04543
1618,3291,918.635133,70.788592,989.423725
1619,3292,4.583919,742.656535,747.240454
1620,3293,533.073019,1060.3042,1593.37722
1621,3295,53.154429,365.086569,418.240998
1622,3302,16.305755,229.513274,245.819029
1623,3304,30.797858,1387.73269,1418.53054
1624,3305,354.437587,270.032286,624.469873
1625,3307,3145.06248,3934.84911,7079.91159
1626,3308,106.649856,2361.96615,2468.616
1627,3309,2024.15873,4317.05676,6341.21549
1628,3310,110.666905,1.001258,111.668163
1629,3311,4479.31761,2479.1107,6958.42831
1630,3312,809.611141,3037.68043,3847.29157
1631,3313,512.682122,1259.50805,1772.19018
1632,3317,2624.48628,1975.88756,4600.37384
1633,3328,2156.71765,50.564303,2207.28196
1634,3329,2643.14452,580.558029,3223.70255
1635,3339,2289.74869,4678.17456,6967.92325
1636,3343,1052.08414,3037.82946,4089.9136
1637,3350,285.689778,1099.66594,1385.35572
1638,3351,3610.57636,2644.27025,6254.84661
1639,3352,315.806713,1232.72434,1548.53106
1640,3353,7719.72475,0,7719.72475
1641,3354,5309.65442,0,5309.65442
1642,3355,4029.68121,5004.36952,9034.05074
1643,3356,7395.15741,0,7395.15741
1644,3359,7295.70775,0,7295.70775
1645,3360,7295.70775,0,7295.70775
1646,3361,3291.76989,1804.95382,5096.72371
1647,3363,6950.17787,0,6950.17787
1648,3366,655.328839,2600.21117,3255.54001
1649,3383,2094.06034,6229.78658,8323.84692
1650,3386,1056.62311,1166.25303,2222.87614
1651,3388,1056.62311,1166.25303,2222.87614
1652,3391,3730.50958,2117.31515,5847.82473
1653,3393,64.150349,170.207102,234.357451
1654,3394,2094.06034,6229.78658,8323.84692
1655,3399,0,286.496216,286.496216
1656,3409,2423.42309,5525.46632,7948.8894
1657,3410,121.758688,1391.93059,1513.68927
1658,3412,976.278762,2489.79248,3466.07124
1659,3413,1052.76331,0,1052.76331
1660,3414,1524.05651,0,1524.05651
1661,3415,402.882218,925.416878,1328.2991
1662,3416,898.383265,0,898.383265
1663,3421,4526.92216,3214.33669,7741.25885
1664,3422,5602.37543,0,5602.37543
1665,3424,653.618987,164.901128,818.520115
1666,3425,800.108092,0,800.108092
1667,3426,774.277287,0,774.277287
1668,3427,1672.26483,5031.17881,6703.44364
1669,3428,1554.21545,5629.94518,7184.16063
1670,3430,638.499022,478.962482,1117.4615
1671,3431,1317.88809,6647.38661,7965.27471
1672,3432,3211.89357,2870.5675,6082.46106
1673,3433,1612.20701,6152.55597,7764.76298
1674,3435,657.551885,0,657.551885
1675,3436,3074.12213,4019.53294,7093.65508
1676,3441,1862.65885,5512.9157,7375.57455
1677,3442,742.245455,235.001875,977.24733
1678,3443,842.928072,0,842.928072
1679,3444,2290.93203,5858.33409,8149.26613
1680,3445,4946.08718,3511.0325,8457.11968
1681,3446,2820.82272,6323.15466,9143.97738
1682,3448,2200.19219,6915.02387,9115.21606
1683,3449,6091.3792,5085.9366,11177.3158
1684,3450,878.545026,4528.11096,5406.65598
1685,3451,921.948212,4472.35622,5394.30443
1686,3455,3131.32479,10140.2978,13271.6226
1687,3461,1891.43643,5270.18404,7161.62047
1688,3470,1679.09064,4461.00512,6140.09576
1689,3471,2972.8707,5239.18454,8212.05524
1690,3472,2714.32094,5607.76452,8322.08545
1691,3473,3759.6578,3194.44062,6954.09842
1692,3481,3538.92309,8520.26416,12059.1873
1693,3482,1211.77652,6308.94349,7520.72001
1694,3484,2118.77971,7571.06297,9689.84268
1695,3489,3637.26175,4941.61184,8578.87358
1696,3490,4309.23698,5267.55553,9576.79252
1697,3492,3630.89883,4868.2366,8499.13543
1698,3493,2358.50896,4152.16232,6510.67128
1699,3494,3637.26175,5556.61168,9193.87343
1700,3495,4200.91264,5546.55425,9747.46689
1701,3497,3520.85104,4075.06863,7595.91966
1702,3498,57.172744,634.262736,691.43548
1703,3504,3909.9021,3955.94129,7865.84339
1704,3522,552.805421,1375.49238,1928.2978
1705,3525,132.34135,223.293801,355.635151
1706,3526,2019.34306,1630.07623,3649.41929
1707,3532,1122.24717,88.305383,1210.55255
1708,3550,627.315053,429.194919,1056.50997
1709,3552,715.475407,1573.93836,2289.41377
1710,3559,853.275738,1525.56562,2378.84136
1711,3570,0,764.010864,764.010864
1712,3571,4524.79953,3763.53435,8288.33388
1713,3581,0,673.908315,673.908315
1714,3591,217.093148,811.525823,1028.61897
1715,3592,251.282262,823.848965,1075.13123
1716,3605,0,0,0
1717,3606,354.379122,954.726014,1309.10514
1718,3610,2476.29754,4756.30257,7232.6001
1719,3613,340.740186,1146.669,1487.40918
1720,3616,1665.90223,1088.56676,2754.46899
1721,3617,401.658246,53.14157,454.799816
1722,3621,5432.86743,4065.13801,9498.00544
1723,3628,3.103647,7.136212,10.239859
1724,3631,39.009729,721.017508,760.027237
1725,3632,194.677386,817.180808,1011.85819
1726,3644,2460.56925,2764.4793,5225.04855
1727,3653,1604.69631,3113.95488,4718.65119
1728,3654,5004.75062,4335.56955,9340.32018
1729,3656,358.236302,88.305383,446.541685
1730,3657,524.571428,533.96128,1058.53271
1731,3659,1187.6813,735.997045,1923.67834
1732,3662,3473.72426,4475.9536,7949.67786
1733,3663,207.656906,215.612729,423.269635
1734,3664,23.257314,106.531443,129.788757
1735,3665,2.642638,43.275041,45.917679
1736,3668,1120.34612,4882.65039,6002.99651
1737,3669,3416.74565,2886.44446,6303.1901
1738,3670,23.257314,106.531443,129.788757
1739,3671,2215.96803,3889.76977,6105.7378
1740,3672,277.317898,899.671806,1176.9897
1741,3673,11.143729,115.249183,126.392912
1742,3675,250.161219,97.361938,347.523157
1743,3676,289.550134,205.683828,495.233962
1744,3677,129.844632,1139.41275,1269.25738
1745,3684,177.109311,159.482544,336.591855
1746,3685,3276.63501,3477.30472,6753.93973
1747,3687,408.361331,140.166273,548.527604
1748,3688,90.576877,15.925492,106.502369
1749,3689,126.01546,176.237486,302.252946
1750,3693,3535.74074,2217.75663,5753.49737
1751,3694,74.089374,217.337569,291.426943
1752,3696,4583.64541,3229.80699,7813.4524
1753,3703,1355.46079,4131.50675,5486.96754
1754,3708,55.109552,877.037371,932.146923
1755,3709,1411.20282,5506.34759,6917.55041
1756,3714,0,1745.14154,1745.14154
1757,3722,225.47954,0,225.47954
1758,3723,686.533743,0,686.533743
1759,3729,2661.9711,3955.65125,6617.62236
1760,3747,3.576483,26.048083,29.624566
1761,3753,251.275739,158.9302,410.205939
1762,3755,1064.4728,3312.96072,4377.43352
1763,3757,62.043293,647.950001,709.993294
1764,3758,686.533743,225.47954,912.013283
1765,3760,3403.82372,2229.0878,5632.91152
1766,3761,571.746531,1658.78224,2230.52877
1767,3764,622.679461,2894.13529,3516.81476
1768,3765,491.573915,1240.79202,1732.36593
1769,3766,460.34411,2572.66591,3033.01002
1770,3768,548.416868,3519.64942,4068.06628
1771,3770,4583.64541,3229.80699,7813.4524
1772,3771,1747.60813,5372.25674,7119.86487
1773,3772,409.115252,3699.54377,4108.65902
1774,3773,212.482802,1409.22126,1621.70406
1775,3774,1580.61093,4436.4759,6017.08683
1776,3775,580.799885,3698.62514,4279.42502
1777,3778,532.909632,4126.65219,4659.56182
1778,3779,3073.70329,3733.15489,6806.85818
1779,3780,477.802521,4289.2457,4767.04822
1780,3784,332.896182,3935.59687,4268.49305
1781,3786,1241.68936,2487.73174,3729.4211
1782,3787,1258.68877,1745.14154,3003.8303
1783,3790,2484.71579,5211.607,7696.32279
1784,3791,3812.91579,4754.61706,8567.53285
1785,3797,66.14777,0,66.14777
1786,3798,799.443711,5002.89352,5802.33723
1787,3799,2154.65346,5772.8854,7927.53886
1788,3800,2220.80123,5772.8854,7993.68663
1789,3802,506.438746,5011.54666,5517.9854
1790,3803,677.822491,107.472155,785.294646
1791,3804,400.963928,458.374343,859.338271
1792,3810,2530.45878,5471.73474,8002.19352
1793,3811,93.007736,834.134339,927.142075
1794,3812,2637.91873,836.104509,3474.02324
1795,3813,127.176344,35.423897,162.600241
1796,3814,4913.35853,2736.63113,7649.98966
1797,3816,1918.45058,5607.28915,7525.73972
1798,3817,2031.41304,5510.2617,7541.67475
1799,3819,3862.31893,5885.82116,9748.14009
1800,3822,1698.09605,3017.05454,4715.1506
1801,3826,4528.61923,6281.07219,10809.6914
1802,3828,3960.81105,4532.37391,8493.18496
1803,3838,84.772819,25.47446,110.247279
1804,3858,2818.49245,4237.82829,7056.32073
1805,3859,618.672493,5940.27382,6558.94631
1806,3862,618.176341,6550.64029,7168.81663
1807,3863,5296.70022,2962.40871,8259.10892
1808,3864,930.172085,5844.12137,6774.29346
1809,3875,926.624378,5998.80325,6925.42762
1810,3876,603.082035,6098.97423,6702.05626
1811,3878,153.529331,610.626855,764.156186
1812,3879,323.82018,803.067162,1126.88734
1813,3884,5521.42186,3309.26018,8830.68205
1814,3885,163.303723,583.73767,747.041393
1815,3886,445.314586,626.009684,1071.32427
1816,3891,2718.01139,5325.26106,8043.27245
1817,3893,84.395525,357.652661,442.048186
1818,3894,212.035236,993.59187,1205.62711
1819,3897,483.750848,406.754907,890.505755
1820,3898,0,0,0
1821,3907,510.4889,1111.73789,1622.22679
1822,3908,2616.57722,5497.08403,8113.66124
1823,3910,41.775305,344.084958,385.860263
1824,3911,363.622516,510.602496,874.225012
1825,3914,3966.01352,2037.24477,6003.25829
1826,3916,50.103596,439.662693,489.766289
1827,3917,0,0,0
1828,3918,353.696776,1562.4956,1916.19238
1829,3921,1937.52283,2985.43205,4922.95488
1830,3922,2543.67414,3589.08498,6132.75912
1831,3930,3197.49558,1679.21658,4876.71216
1832,3933,2799.68078,5044.24828,7843.92906
1833,3935,118.518837,90.080786,208.599623
1834,3939,114.969781,948.105521,1063.0753
1835,3940,129.635376,880.54093,1010.17631
1836,3942,205.32676,1518.03854,1723.3653
1837,3943,418.627554,4579.39603,4998.02358
1838,3944,201.275073,1759.74266,1961.01774
1839,3945,506.810186,118.495845,625.306031
1840,3947,129.115762,285.366741,414.482503
1841,3948,417.49301,2307.00934,2724.50235
1842,3949,5587.82659,3168.56306,8756.38965
1843,3950,4386.40891,4678.60466,9065.01357
1844,3951,197.123323,725.578235,922.701558
1845,3952,27.548174,73.623876,101.17205
1846,3954,127.158646,283.973141,411.131787
1847,3957,1203.12693,2329.29958,3532.42651
1848,3964,1074.32617,1923.07617,2997.40234
1849,3965,35.746469,33.90531,69.651779
1850,3967,342.484816,483.303783,825.788599
1851,3968,1937.52283,2985.43205,4922.95488
1852,3971,736.586338,1766.96803,2503.55437
1853,3972,3500.24546,5289.06775,8789.31321
1854,3973,376.724917,951.48903,1328.21395
1855,3975,159.549778,937.334796,1096.88457
1856,3977,6188.75373,2698.90627,8887.66
1857,3978,899.288845,1868.29503,2767.58387
1858,3982,345.663157,350.080729,695.743886
1859,3983,3034.98718,5415.75335,8450.74053
1860,3985,3.258661,128.845652,132.104313
1861,3986,30.674569,1023.67071,1054.34528
1862,3987,4542.84321,2167.33563,6710.17885
1863,3994,96.468886,425.883341,522.352227
1864,3995,360.900519,889.686907,1250.58743
1865,3996,620.788432,1145.15725,1765.94568
1866,3998,1239.19352,2440.85411,3680.04763
1867,3999,16.285781,567.850043,584.135824
1868,4001,2613.07667,719.509999,3332.58667
1869,4002,119.048769,239.08785,358.136619
1870,4003,1098.71593,2411.33647,3510.05241
1871,4005,785.128672,321.678963,1106.80764
1872,4006,4714.52856,3292.45202,8006.98057
1873,4007,599.114336,458.743822,1057.85816
1874,4008,1640.37004,2326.48269,3966.85273
1875,4009,955.530661,6230.99777,7186.52843
1876,4010,5276.07692,3175.87257,8451.94949
1877,4011,282.258178,938.090646,1220.34882
1878,4012,1708.81718,1267.68667,2976.50385
1879,4013,446.885909,405.418457,852.304366
1880,4014,434.79499,4922.00234,5356.79733
1881,4019,0,0,0
1882,4020,623.169446,1633.31697,2256.48642
1883,4022,2929.53302,3297.21671,6226.74974
1884,4023,317.511973,5848.2262,6165.73817
1885,4024,4556.69603,1882.86073,6439.55676
1886,4025,894.070085,3500.98533,4395.05542
1887,4026,59.511994,81.3641,140.876094
1888,4027,477.426274,624.071271,1101.49755
1889,4028,2534.00368,0,2534.00368
1890,4029,515.140192,3362.5031,3877.64329
1891,4031,415.528811,3106.40274,3521.93155
1892,4033,172.107459,553.262099,725.369558
1893,4034,405.986113,1821.44308,2227.4292
