<NUMBER OF ZONES> 1117
<NUMBER OF NODES> 7466
<FIRST THRU NODE> 1118
<NUMBER OF LINKS> 18710
<END OF METADATA>

~	Tail	Head	Capacity	Length	FFT	B	Power	Speed	Toll	Type	;
	1147	627	100000	6388.8	1.814999093	0.15	4	40.00002	0	1	;
	624	1210	100000	8289.6	2.354998823	0.15	4	40.00002	0	1	;
	1210	624	100000	8289.6	2.354998823	0.15	4	40.00002	0	1	;
	624	1211	100000	8342.4	2.369998815	0.15	4	40.00002	0	1	;
	1211	624	100000	8342.4	2.369998815	0.15	4	40.00002	0	1	;
	599	1214	100000	4435.2	1.25999937	0.15	4	40.00002	0	1	;
	1214	599	100000	4435.2	1.25999937	0.15	4	40.00002	0	1	;
	1004	1218	100000	9715.2	2.75999862	0.15	4	40.00002	0	1	;
	1218	1004	100000	9715.2	2.75999862	0.15	4	40.00002	0	1	;
	1022	1225	100000	6283.2	1.784999108	0.15	4	40.00002	0	1	;
	1225	1022	100000	6283.2	1.784999108	0.15	4	40.00002	0	1	;
	681	1239	100000	6019.2	1.709999145	0.15	4	40.00002	0	1	;
	1239	681	100000	6019.2	1.709999145	0.15	4	40.00002	0	1	;
	688	1244	100000	11088	3.149998425	0.15	4	40.00002	0	1	;
	1244	688	100000	11088	3.149998425	0.15	4	40.00002	0	1	;
	675	1238	100000	5596.8	1.589999205	0.15	4	40.00002	0	1	;
	1238	675	100000	5596.8	1.589999205	0.15	4	40.00002	0	1	;
	742	1297	100000	13622.4	3.869998065	0.15	4	40.00002	0	1	;
	1297	742	100000	13622.4	3.869998065	0.15	4	40.00002	0	1	;
	688	1303	100000	13939.2	3.95999802	0.15	4	40.00002	0	1	;
	1303	688	100000	13939.2	3.95999802	0.15	4	40.00002	0	1	;
	745	1304	100000	5174.4	1.469999265	0.15	4	40.00002	0	1	;
	1304	745	100000	5174.4	1.469999265	0.15	4	40.00002	0	1	;
	754	1313	100000	7128	2.024998988	0.15	4	40.00002	0	1	;
	1313	754	100000	7128	2.024998988	0.15	4	40.00002	0	1	;
	755	1324	100000	8712	2.474998763	0.15	4	40.00002	0	1	;
	1324	755	100000	8712	2.474998763	0.15	4	40.00002	0	1	;
	751	1309	100000	6969.6	1.97999901	0.15	4	40.00002	0	1	;
	1309	751	100000	6969.6	1.97999901	0.15	4	40.00002	0	1	;
	753	1325	100000	14731.2	4.184997908	0.15	4	40.00002	0	1	;
	1325	753	100000	14731.2	4.184997908	0.15	4	40.00002	0	1	;
	752	1311	100000	6283.2	1.784999108	0.15	4	40.00002	0	1	;
	1311	752	100000	6283.2	1.784999108	0.15	4	40.00002	0	1	;
	752	1298	100000	7867.2	2.234998883	0.15	4	40.00002	0	1	;
	1298	752	100000	7867.2	2.234998883	0.15	4	40.00002	0	1	;
	667	1329	100000	12883.2	3.65999817	0.15	4	40.00002	0	1	;
	1329	667	100000	12883.2	3.65999817	0.15	4	40.00002	0	1	;
	673	1330	100000	4752	1.349999325	0.15	4	40.00002	0	1	;
	1330	673	100000	4752	1.349999325	0.15	4	40.00002	0	1	;
	756	1331	100000	9979.2	2.834998583	0.15	4	40.00002	0	1	;
	1331	756	100000	9979.2	2.834998583	0.15	4	40.00002	0	1	;
	668	1336	100000	8131.2	2.309998845	0.15	4	40.00002	0	1	;
	1336	668	100000	8131.2	2.309998845	0.15	4	40.00002	0	1	;
	754	1306	100000	8236.8	2.33999883	0.15	4	40.00002	0	1	;
	1306	754	100000	8236.8	2.33999883	0.15	4	40.00002	0	1	;
	673	1332	100000	3168	0.89999955	0.15	4	40.00002	0	1	;
	1332	673	100000	3168	0.89999955	0.15	4	40.00002	0	1	;
	667	1337	100000	10454.4	2.969998515	0.15	4	40.00002	0	1	;
	1337	667	100000	10454.4	2.969998515	0.15	4	40.00002	0	1	;
	756	1335	100000	4435.2	1.25999937	0.15	4	40.00002	0	1	;
	1335	756	100000	4435.2	1.25999937	0.15	4	40.00002	0	1	;
	756	1338	100000	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	1338	756	100000	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	666	1275	100000	8500.8	2.414998793	0.15	4	40.00002	0	1	;
	1275	666	100000	8500.8	2.414998793	0.15	4	40.00002	0	1	;
	674	1318	100000	7022.4	1.994999003	0.15	4	40.00002	0	1	;
	1318	674	100000	7022.4	1.994999003	0.15	4	40.00002	0	1	;
	674	1236	100000	4910.4	1.394999303	0.15	4	40.00002	0	1	;
	1236	674	100000	4910.4	1.394999303	0.15	4	40.00002	0	1	;
	674	1320	100000	4593.6	1.304999348	0.15	4	40.00002	0	1	;
	1320	674	100000	4593.6	1.304999348	0.15	4	40.00002	0	1	;
	758	1349	100000	7497.6	2.129998935	0.15	4	40.00002	0	1	;
	1349	758	100000	7497.6	2.129998935	0.15	4	40.00002	0	1	;
	760	1352	100000	3168	0.89999955	0.15	4	40.00002	0	1	;
	1352	760	100000	3168	0.89999955	0.15	4	40.00002	0	1	;
	693	1354	100000	8764.8	2.489998755	0.15	4	40.00002	0	1	;
	1354	693	100000	8764.8	2.489998755	0.15	4	40.00002	0	1	;
	750	1308	100000	8553.6	2.429998785	0.15	4	40.00002	0	1	;
	1308	750	100000	8553.6	2.429998785	0.15	4	40.00002	0	1	;
	750	1355	100000	7444.8	2.114998943	0.15	4	40.00002	0	1	;
	1355	750	100000	7444.8	2.114998943	0.15	4	40.00002	0	1	;
	759	1356	100000	6124.8	1.73999913	0.15	4	40.00002	0	1	;
	1356	759	100000	6124.8	1.73999913	0.15	4	40.00002	0	1	;
	759	1322	100000	7761.6	2.204998898	0.15	4	40.00002	0	1	;
	1322	759	100000	7761.6	2.204998898	0.15	4	40.00002	0	1	;
	679	1319	100000	6124.8	1.73999913	0.15	4	40.00002	0	1	;
	1319	679	100000	6124.8	1.73999913	0.15	4	40.00002	0	1	;
	679	1359	100000	8764.8	2.489998755	0.15	4	40.00002	0	1	;
	1359	679	100000	8764.8	2.489998755	0.15	4	40.00002	0	1	;
	758	1350	100000	3907.2	1.109999445	0.15	4	40.00002	0	1	;
	1350	758	100000	3907.2	1.109999445	0.15	4	40.00002	0	1	;
	688	1242	100000	8342.4	2.369998815	0.15	4	40.00002	0	1	;
	1242	688	100000	8342.4	2.369998815	0.15	4	40.00002	0	1	;
	766	1367	100000	6336	1.7999991	0.15	4	40.00002	0	1	;
	1367	766	100000	6336	1.7999991	0.15	4	40.00002	0	1	;
	766	1368	100000	7603.2	2.15999892	0.15	4	40.00002	0	1	;
	1368	766	100000	7603.2	2.15999892	0.15	4	40.00002	0	1	;
	765	1369	100000	6916.8	1.964999018	0.15	4	40.00002	0	1	;
	1369	765	100000	6916.8	1.964999018	0.15	4	40.00002	0	1	;
	765	1370	100000	4857.6	1.37999931	0.15	4	40.00002	0	1	;
	1370	765	100000	4857.6	1.37999931	0.15	4	40.00002	0	1	;
	743	1373	100000	6177.6	1.754999123	0.15	4	40.00002	0	1	;
	1373	743	100000	6177.6	1.754999123	0.15	4	40.00002	0	1	;
	746	1376	100000	8289.6	2.354998823	0.15	4	40.00002	0	1	;
	1376	746	100000	8289.6	2.354998823	0.15	4	40.00002	0	1	;
	763	1380	100000	8184	2.324998838	0.15	4	40.00002	0	1	;
	1380	763	100000	8184	2.324998838	0.15	4	40.00002	0	1	;
	767	1383	100000	2851.2	0.809999595	0.15	4	40.00002	0	1	;
	1383	767	100000	2851.2	0.809999595	0.15	4	40.00002	0	1	;
	768	1386	100000	2481.6	0.704999648	0.15	4	40.00002	0	1	;
	1386	768	100000	2481.6	0.704999648	0.15	4	40.00002	0	1	;
	749	1302	100000	6230.4	1.769999115	0.15	4	40.00002	0	1	;
	1302	749	100000	6230.4	1.769999115	0.15	4	40.00002	0	1	;
	746	1374	100000	6230.4	1.769999115	0.15	4	40.00002	0	1	;
	1374	746	100000	6230.4	1.769999115	0.15	4	40.00002	0	1	;
	747	1393	100000	8870.4	2.51999874	0.15	4	40.00002	0	1	;
	1393	747	100000	8870.4	2.51999874	0.15	4	40.00002	0	1	;
	695	1400	100000	10982.4	3.11999844	0.15	4	40.00002	0	1	;
	1400	695	100000	10982.4	3.11999844	0.15	4	40.00002	0	1	;
	761	1382	100000	9081.6	2.57999871	0.15	4	40.00002	0	1	;
	1382	761	100000	9081.6	2.57999871	0.15	4	40.00002	0	1	;
	744	1372	100000	5913.6	1.67999916	0.15	4	40.00002	0	1	;
	1372	744	100000	5913.6	1.67999916	0.15	4	40.00002	0	1	;
	743	1404	100000	1953.6	0.554999723	0.15	4	40.00002	0	1	;
	1404	743	100000	1953.6	0.554999723	0.15	4	40.00002	0	1	;
	749	1300	100000	6652.8	1.889999055	0.15	4	40.00002	0	1	;
	1300	749	100000	6652.8	1.889999055	0.15	4	40.00002	0	1	;
	747	1408	100000	9979.2	2.834998583	0.15	4	40.00002	0	1	;
	1408	747	100000	9979.2	2.834998583	0.15	4	40.00002	0	1	;
	747	1407	100000	6124.8	1.73999913	0.15	4	40.00002	0	1	;
	1407	747	100000	6124.8	1.73999913	0.15	4	40.00002	0	1	;
	746	1391	100000	7339.2	2.084998958	0.15	4	40.00002	0	1	;
	1391	746	100000	7339.2	2.084998958	0.15	4	40.00002	0	1	;
	747	1409	100000	3696	1.049999475	0.15	4	40.00002	0	1	;
	1409	747	100000	3696	1.049999475	0.15	4	40.00002	0	1	;
	685	1413	100000	6758.4	1.91999904	0.15	4	40.00002	0	1	;
	1413	685	100000	6758.4	1.91999904	0.15	4	40.00002	0	1	;
	687	1419	100000	4224	1.1999994	0.15	4	40.00002	0	1	;
	1419	687	100000	4224	1.1999994	0.15	4	40.00002	0	1	;
	695	1420	100000	8870.4	2.51999874	0.15	4	40.00002	0	1	;
	1420	695	100000	8870.4	2.51999874	0.15	4	40.00002	0	1	;
	761	1377	100000	5544	1.574999213	0.15	4	40.00002	0	1	;
	1377	761	100000	5544	1.574999213	0.15	4	40.00002	0	1	;
	695	1401	100000	3062.4	0.869999565	0.15	4	40.00002	0	1	;
	1401	695	100000	3062.4	0.869999565	0.15	4	40.00002	0	1	;
	16	1249	100000	8606.4	2.444998778	0.15	4	40.00002	0	1	;
	1249	16	100000	8606.4	2.444998778	0.15	4	40.00002	0	1	;
	763	1378	100000	5808	1.649999175	0.15	4	40.00002	0	1	;
	1378	763	100000	5808	1.649999175	0.15	4	40.00002	0	1	;
	780	1467	100000	2798.4	0.794999603	0.15	4	40.00002	0	1	;
	1467	780	100000	2798.4	0.794999603	0.15	4	40.00002	0	1	;
	781	1466	100000	6811.2	1.934999033	0.15	4	40.00002	0	1	;
	1466	781	100000	6811.2	1.934999033	0.15	4	40.00002	0	1	;
	920	1688	100000	2428.8	0.689999655	0.15	4	40.00002	0	1	;
	1688	920	100000	2428.8	0.689999655	0.15	4	40.00002	0	1	;
	689	1246	100000	4012.8	1.13999943	0.15	4	40.00002	0	1	;
	1246	689	100000	4012.8	1.13999943	0.15	4	40.00002	0	1	;
	590	1698	100000	7075.2	2.009998995	0.15	4	40.00002	0	1	;
	1698	590	100000	7075.2	2.009998995	0.15	4	40.00002	0	1	;
	581	1743	100000	8923.2	2.534998733	0.15	4	40.00002	0	1	;
	1743	581	100000	8923.2	2.534998733	0.15	4	40.00002	0	1	;
	793	1811	100000	4804.8	1.364999318	0.15	4	40.00002	0	1	;
	1811	793	100000	4804.8	1.364999318	0.15	4	40.00002	0	1	;
	792	1812	100000	6019.2	1.709999145	0.15	4	40.00002	0	1	;
	1812	792	100000	6019.2	1.709999145	0.15	4	40.00002	0	1	;
	734	1813	100000	9979.2	2.834998583	0.15	4	40.00002	0	1	;
	1813	734	100000	9979.2	2.834998583	0.15	4	40.00002	0	1	;
	669	1273	100000	5280	1.49999925	0.15	4	40.00002	0	1	;
	1273	669	100000	5280	1.49999925	0.15	4	40.00002	0	1	;
	736	1842	100000	4646.4	1.31999934	0.15	4	40.00002	0	1	;
	1842	736	100000	4646.4	1.31999934	0.15	4	40.00002	0	1	;
	669	1843	100000	12249.6	3.47999826	0.15	4	40.00002	0	1	;
	1843	669	100000	12249.6	3.47999826	0.15	4	40.00002	0	1	;
	793	1855	100000	6441.6	1.829999085	0.15	4	40.00002	0	1	;
	1855	793	100000	6441.6	1.829999085	0.15	4	40.00002	0	1	;
	793	1840	100000	5702.4	1.61999919	0.15	4	40.00002	0	1	;
	1840	793	100000	5702.4	1.61999919	0.15	4	40.00002	0	1	;
	676	1819	100000	10348.8	2.93999853	0.15	4	40.00002	0	1	;
	1819	676	100000	10348.8	2.93999853	0.15	4	40.00002	0	1	;
	676	1839	100000	5068.8	1.43999928	0.15	4	40.00002	0	1	;
	1839	676	100000	5068.8	1.43999928	0.15	4	40.00002	0	1	;
	588	1932	100000	11457.6	3.254998373	0.15	4	40.00002	0	1	;
	1932	588	100000	11457.6	3.254998373	0.15	4	40.00002	0	1	;
	586	1938	100000	4910.4	1.394999303	0.15	4	40.00002	0	1	;
	1938	586	100000	4910.4	1.394999303	0.15	4	40.00002	0	1	;
	732	1241	100000	7761.6	2.204998898	0.15	4	40.00002	0	1	;
	1241	732	100000	7761.6	2.204998898	0.15	4	40.00002	0	1	;
	588	1933	100000	7075.2	2.009998995	0.15	4	40.00002	0	1	;
	1933	588	100000	7075.2	2.009998995	0.15	4	40.00002	0	1	;
	733	1936	100000	3748.8	1.064999468	0.15	4	40.00002	0	1	;
	1936	733	100000	3748.8	1.064999468	0.15	4	40.00002	0	1	;
	690	1941	100000	5596.8	1.589999205	0.15	4	40.00002	0	1	;
	1941	690	100000	5596.8	1.589999205	0.15	4	40.00002	0	1	;
	690	1693	100000	3168	0.89999955	0.15	4	40.00002	0	1	;
	1693	690	100000	3168	0.89999955	0.15	4	40.00002	0	1	;
	689	1942	100000	4118.4	1.169999415	0.15	4	40.00002	0	1	;
	1942	689	100000	4118.4	1.169999415	0.15	4	40.00002	0	1	;
	694	1934	100000	2640	0.749999625	0.15	4	40.00002	0	1	;
	1934	694	100000	2640	0.749999625	0.15	4	40.00002	0	1	;
	691	1943	100000	7814.4	2.21999889	0.15	4	40.00002	0	1	;
	1943	691	100000	7814.4	2.21999889	0.15	4	40.00002	0	1	;
	841	1960	100000	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	1960	841	100000	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	844	1961	100000	4012.8	1.13999943	0.15	4	40.00002	0	1	;
	1961	844	100000	4012.8	1.13999943	0.15	4	40.00002	0	1	;
	844	1965	100000	6652.8	1.889999055	0.15	4	40.00002	0	1	;
	1965	844	100000	6652.8	1.889999055	0.15	4	40.00002	0	1	;
	842	1974	100000	3960	1.124999438	0.15	4	40.00002	0	1	;
	1974	842	100000	3960	1.124999438	0.15	4	40.00002	0	1	;
	842	1981	100000	6230.4	1.769999115	0.15	4	40.00002	0	1	;
	1981	842	100000	6230.4	1.769999115	0.15	4	40.00002	0	1	;
	842	1973	100000	3115.2	0.884999558	0.15	4	40.00002	0	1	;
	1973	842	100000	3115.2	0.884999558	0.15	4	40.00002	0	1	;
	841	1950	100000	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	1950	841	100000	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	844	1966	100000	3801.6	1.07999946	0.15	4	40.00002	0	1	;
	1966	844	100000	3801.6	1.07999946	0.15	4	40.00002	0	1	;
	590	2066	100000	9345.6	2.654998673	0.15	4	40.00002	0	1	;
	2066	590	100000	9345.6	2.654998673	0.15	4	40.00002	0	1	;
	590	1828	100000	9715.2	2.75999862	0.15	4	40.00002	0	1	;
	1828	590	100000	9715.2	2.75999862	0.15	4	40.00002	0	1	;
	844	2068	100000	5438.4	1.544999228	0.15	4	40.00002	0	1	;
	2068	844	100000	5438.4	1.544999228	0.15	4	40.00002	0	1	;
	814	2071	100000	2798.4	0.794999603	0.15	4	40.00002	0	1	;
	2071	814	100000	2798.4	0.794999603	0.15	4	40.00002	0	1	;
	814	2062	100000	3326.4	0.944999528	0.15	4	40.00002	0	1	;
	2062	814	100000	3326.4	0.944999528	0.15	4	40.00002	0	1	;
	43	2204	100000	7022.4	1.994999003	0.15	4	40.00002	0	1	;
	2204	43	100000	7022.4	1.994999003	0.15	4	40.00002	0	1	;
	42	2215	100000	4804.8	1.364999318	0.15	4	40.00002	0	1	;
	2215	42	100000	4804.8	1.364999318	0.15	4	40.00002	0	1	;
	69	2238	100000	12408	3.524998238	0.15	4	40.00002	0	1	;
	2238	69	100000	12408	3.524998238	0.15	4	40.00002	0	1	;
	729	2248	100000	4752	1.349999325	0.15	4	40.00002	0	1	;
	2248	729	100000	4752	1.349999325	0.15	4	40.00002	0	1	;
	686	1292	100000	3748.8	1.064999468	0.15	4	40.00002	0	1	;
	1292	686	100000	3748.8	1.064999468	0.15	4	40.00002	0	1	;
	69	2254	100000	4910.4	1.394999303	0.15	4	40.00002	0	1	;
	2254	69	100000	4910.4	1.394999303	0.15	4	40.00002	0	1	;
	70	2268	100000	3220.8	0.914999543	0.15	4	40.00002	0	1	;
	2268	70	100000	3220.8	0.914999543	0.15	4	40.00002	0	1	;
	64	2211	100000	5438.4	1.544999228	0.15	4	40.00002	0	1	;
	2211	64	100000	5438.4	1.544999228	0.15	4	40.00002	0	1	;
	803	2689	100000	4382.4	1.244999378	0.15	4	40.00002	0	1	;
	2689	803	100000	4382.4	1.244999378	0.15	4	40.00002	0	1	;
	803	1701	100000	5544	1.574999213	0.15	4	40.00002	0	1	;
	1701	803	100000	5544	1.574999213	0.15	4	40.00002	0	1	;
	597	2700	100000	4646.4	1.31999934	0.15	4	40.00002	0	1	;
	2700	597	100000	4646.4	1.31999934	0.15	4	40.00002	0	1	;
	596	2701	100000	3062.4	0.869999565	0.15	4	40.00002	0	1	;
	2701	596	100000	3062.4	0.869999565	0.15	4	40.00002	0	1	;
	556	2710	100000	8870.4	2.51999874	0.15	4	40.00002	0	1	;
	2710	556	100000	8870.4	2.51999874	0.15	4	40.00002	0	1	;
	582	2718	100000	6494.4	1.844999078	0.15	4	40.00002	0	1	;
	2718	582	100000	6494.4	1.844999078	0.15	4	40.00002	0	1	;
	582	2715	100000	4329.6	1.229999385	0.15	4	40.00002	0	1	;
	2715	582	100000	4329.6	1.229999385	0.15	4	40.00002	0	1	;
	597	2720	100000	3801.6	1.07999946	0.15	4	40.00002	0	1	;
	2720	597	100000	3801.6	1.07999946	0.15	4	40.00002	0	1	;
	596	2729	100000	3907.2	1.109999445	0.15	4	40.00002	0	1	;
	2729	596	100000	3907.2	1.109999445	0.15	4	40.00002	0	1	;
	550	2723	100000	4224	1.1999994	0.15	4	40.00002	0	1	;
	2723	550	100000	4224	1.1999994	0.15	4	40.00002	0	1	;
	522	2750	100000	3168	0.89999955	0.15	4	40.00002	0	1	;
	2750	522	100000	3168	0.89999955	0.15	4	40.00002	0	1	;
	447	4483	100000	6388.8	1.814999093	0.15	4	40.00002	0	1	;
	4483	447	100000	6388.8	1.814999093	0.15	4	40.00002	0	1	;
	523	1754	100000	5280	1.49999925	0.15	4	40.00002	0	1	;
	1754	523	100000	5280	1.49999925	0.15	4	40.00002	0	1	;
	614	4493	100000	7128	2.024998988	0.15	4	40.00002	0	1	;
	4493	614	100000	7128	2.024998988	0.15	4	40.00002	0	1	;
	565	4494	100000	8870.4	2.51999874	0.15	4	40.00002	0	1	;
	4494	565	100000	8870.4	2.51999874	0.15	4	40.00002	0	1	;
	565	1137	100000	4699.2	1.334999333	0.15	4	40.00002	0	1	;
	1137	565	100000	4699.2	1.334999333	0.15	4	40.00002	0	1	;
	618	4539	100000	4963.2	1.409999295	0.15	4	40.00002	0	1	;
	4539	618	100000	4963.2	1.409999295	0.15	4	40.00002	0	1	;
	618	4542	100000	4224	1.1999994	0.15	4	40.00002	0	1	;
	4542	618	100000	4224	1.1999994	0.15	4	40.00002	0	1	;
	9	4548	100000	9081.6	2.57999871	0.15	4	40.00002	0	1	;
	4548	9	100000	9081.6	2.57999871	0.15	4	40.00002	0	1	;
	852	4579	100000	4065.6	1.154999423	0.15	4	40.00002	0	1	;
	4579	852	100000	4065.6	1.154999423	0.15	4	40.00002	0	1	;
	946	4588	100000	9609.6	2.729998635	0.15	4	40.00002	0	1	;
	4588	946	100000	9609.6	2.729998635	0.15	4	40.00002	0	1	;
	946	4589	100000	5016	1.424999288	0.15	4	40.00002	0	1	;
	4589	946	100000	5016	1.424999288	0.15	4	40.00002	0	1	;
	1030	4600	100000	11880	3.374998313	0.15	4	40.00002	0	1	;
	4600	1030	100000	11880	3.374998313	0.15	4	40.00002	0	1	;
	1031	4602	100000	7075.2	2.009998995	0.15	4	40.00002	0	1	;
	4602	1031	100000	7075.2	2.009998995	0.15	4	40.00002	0	1	;
	868	4612	100000	9345.6	2.654998673	0.15	4	40.00002	0	1	;
	4612	868	100000	9345.6	2.654998673	0.15	4	40.00002	0	1	;
	957	4613	100000	2270.4	0.644999678	0.15	4	40.00002	0	1	;
	4613	957	100000	2270.4	0.644999678	0.15	4	40.00002	0	1	;
	4	4628	100000	11404.8	3.23999838	0.15	4	40.00002	0	1	;
	4628	4	100000	11404.8	3.23999838	0.15	4	40.00002	0	1	;
	850	4630	100000	10929.6	3.104998448	0.15	4	40.00002	0	1	;
	4630	850	100000	10929.6	3.104998448	0.15	4	40.00002	0	1	;
	850	4631	100000	22756.8	6.464996768	0.15	4	40.00002	0	1	;
	4631	850	100000	22756.8	6.464996768	0.15	4	40.00002	0	1	;
	4	4643	100000	14889.6	4.229997885	0.15	4	40.00002	0	1	;
	4643	4	100000	14889.6	4.229997885	0.15	4	40.00002	0	1	;
	1038	4807	100000	13992	3.974998013	0.15	4	40.00002	0	1	;
	4807	1038	100000	13992	3.974998013	0.15	4	40.00002	0	1	;
	1038	4560	100000	13516.8	3.83999808	0.15	4	40.00002	0	1	;
	4560	1038	100000	13516.8	3.83999808	0.15	4	40.00002	0	1	;
	870	4814	100000	7761.6	2.204998898	0.15	4	40.00002	0	1	;
	4814	870	100000	7761.6	2.204998898	0.15	4	40.00002	0	1	;
	855	4817	100000	5227.2	1.484999258	0.15	4	40.00002	0	1	;
	4817	855	100000	5227.2	1.484999258	0.15	4	40.00002	0	1	;
	1039	4819	100000	3379.2	0.95999952	0.15	4	40.00002	0	1	;
	4819	1039	100000	3379.2	0.95999952	0.15	4	40.00002	0	1	;
	852	4817	100000	5174.4	1.469999265	0.15	4	40.00002	0	1	;
	4817	852	100000	5174.4	1.469999265	0.15	4	40.00002	0	1	;
	855	4818	100000	2745.6	0.77999961	0.15	4	40.00002	0	1	;
	4818	855	100000	2745.6	0.77999961	0.15	4	40.00002	0	1	;
	1038	4809	100000	3115.2	0.884999558	0.15	4	40.00002	0	1	;
	4809	1038	100000	3115.2	0.884999558	0.15	4	40.00002	0	1	;
	1039	4809	100000	4276.8	1.214999393	0.15	4	40.00002	0	1	;
	4809	1039	100000	4276.8	1.214999393	0.15	4	40.00002	0	1	;
	865	4826	100000	6811.2	1.934999033	0.15	4	40.00002	0	1	;
	4826	865	100000	6811.2	1.934999033	0.15	4	40.00002	0	1	;
	865	4824	100000	4857.6	1.37999931	0.15	4	40.00002	0	1	;
	4824	865	100000	4857.6	1.37999931	0.15	4	40.00002	0	1	;
	856	4810	100000	13622.4	3.869998065	0.15	4	40.00002	0	1	;
	4810	856	100000	13622.4	3.869998065	0.15	4	40.00002	0	1	;
	856	4808	100000	11774.4	3.344998328	0.15	4	40.00002	0	1	;
	4808	856	100000	11774.4	3.344998328	0.15	4	40.00002	0	1	;
	865	4821	100000	10190.4	2.894998553	0.15	4	40.00002	0	1	;
	4821	865	100000	10190.4	2.894998553	0.15	4	40.00002	0	1	;
	1037	4825	100000	8500.8	2.414998793	0.15	4	40.00002	0	1	;
	4825	1037	100000	8500.8	2.414998793	0.15	4	40.00002	0	1	;
	870	4827	100000	7497.6	2.129998935	0.15	4	40.00002	0	1	;
	4827	870	100000	7497.6	2.129998935	0.15	4	40.00002	0	1	;
	944	4832	100000	8553.6	2.429998785	0.15	4	40.00002	0	1	;
	4832	944	100000	8553.6	2.429998785	0.15	4	40.00002	0	1	;
	863	4831	100000	11140.8	3.164998418	0.15	4	40.00002	0	1	;
	4831	863	100000	11140.8	3.164998418	0.15	4	40.00002	0	1	;
	945	4832	100000	6230.4	1.769999115	0.15	4	40.00002	0	1	;
	4832	945	100000	6230.4	1.769999115	0.15	4	40.00002	0	1	;
	946	4839	100000	8923.2	2.534998733	0.15	4	40.00002	0	1	;
	4839	946	100000	8923.2	2.534998733	0.15	4	40.00002	0	1	;
	946	4815	100000	6758.4	1.91999904	0.15	4	40.00002	0	1	;
	4815	946	100000	6758.4	1.91999904	0.15	4	40.00002	0	1	;
	863	4833	100000	7867.2	2.234998883	0.15	4	40.00002	0	1	;
	4833	863	100000	7867.2	2.234998883	0.15	4	40.00002	0	1	;
	30	5326	100000	6811.2	1.934999033	0.15	4	40.00002	0	1	;
	5326	30	100000	6811.2	1.934999033	0.15	4	40.00002	0	1	;
	598	5411	100000	4329.6	1.229999385	0.15	4	40.00002	0	1	;
	5411	598	100000	4329.6	1.229999385	0.15	4	40.00002	0	1	;
	595	5414	100000	6652.8	1.889999055	0.15	4	40.00002	0	1	;
	5414	595	100000	6652.8	1.889999055	0.15	4	40.00002	0	1	;
	1002	5422	100000	4329.6	1.229999385	0.15	4	40.00002	0	1	;
	5422	1002	100000	4329.6	1.229999385	0.15	4	40.00002	0	1	;
	1074	5421	100000	7233.6	2.054998973	0.15	4	40.00002	0	1	;
	5421	1074	100000	7233.6	2.054998973	0.15	4	40.00002	0	1	;
	1002	4885	100000	5068.8	1.43999928	0.15	4	40.00002	0	1	;
	4885	1002	100000	5068.8	1.43999928	0.15	4	40.00002	0	1	;
	1000	5423	100000	4118.4	1.169999415	0.15	4	40.00002	0	1	;
	5423	1000	100000	4118.4	1.169999415	0.15	4	40.00002	0	1	;
	1006	5427	100000	7444.8	2.114998943	0.15	4	40.00002	0	1	;
	5427	1006	100000	7444.8	2.114998943	0.15	4	40.00002	0	1	;
	1015	1191	100000	3801.6	1.07999946	0.15	4	40.00002	0	1	;
	1191	1015	100000	3801.6	1.07999946	0.15	4	40.00002	0	1	;
	1015	5439	100000	5544	1.574999213	0.15	4	40.00002	0	1	;
	5439	1015	100000	5544	1.574999213	0.15	4	40.00002	0	1	;
	1013	5442	100000	3009.6	0.854999573	0.15	4	40.00002	0	1	;
	5442	1013	100000	3009.6	0.854999573	0.15	4	40.00002	0	1	;
	1006	5430	100000	4065.6	1.154999423	0.15	4	40.00002	0	1	;
	5430	1006	100000	4065.6	1.154999423	0.15	4	40.00002	0	1	;
	1006	5446	100000	6441.6	1.829999085	0.15	4	40.00002	0	1	;
	5446	1006	100000	6441.6	1.829999085	0.15	4	40.00002	0	1	;
	1006	5428	100000	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	5428	1006	100000	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	639	4615	100000	4065.6	1.154999423	0.15	4	40.00002	0	1	;
	4615	639	100000	4065.6	1.154999423	0.15	4	40.00002	0	1	;
	1010	5459	100000	6494.4	1.844999078	0.15	4	40.00002	0	1	;
	5459	1010	100000	6494.4	1.844999078	0.15	4	40.00002	0	1	;
	1009	5460	100000	4910.4	1.394999303	0.15	4	40.00002	0	1	;
	5460	1009	100000	4910.4	1.394999303	0.15	4	40.00002	0	1	;
	1010	4888	100000	4224	1.1999994	0.15	4	40.00002	0	1	;
	4888	1010	100000	4224	1.1999994	0.15	4	40.00002	0	1	;
	1031	1193	100000	8078.4	2.294998853	0.15	4	40.00002	0	1	;
	1193	1031	100000	8078.4	2.294998853	0.15	4	40.00002	0	1	;
	1030	5466	100000	4752	1.349999325	0.15	4	40.00002	0	1	;
	5466	1030	100000	4752	1.349999325	0.15	4	40.00002	0	1	;
